,codigo,clase,descrip,cod_sector,um,costo_prom,costo_cif,costo_fob,art_venta,art_inv,art_compra,art_gramado,img,estado_venta,composicion,temporada,ligamento,combinacion,especificaciones,acabado,tipo,estetica,ancho,espesor,gramaje_prom,rendimiento,produc_ancho,produc_largo,produc_alto,produc_costo,mnj_x_lotes,cant_retazo,precio_retazo,sistema_liado,tags,visible_web,web_min_stock,shopify_id,tipo_iva,estado
1568,S0220,Articulo,BRODERIE,104,Mts,21660.96,22471.8,,True,True,True,False,,Normal,100% ALGODON,Oto-Inv,Tafetan,NINGUNA,"TELA FRESCA, BORDADA CON PEQUEÑOS ORIFICIOS",Mate,Plano,Labrado,1.5,1.18,141.0,5.25,0.0,0.0,0.0,,Si,2.0,43000.0,Pieza_Rigida,,,,,iva_10,Activo
1569,S0221,Articulo,POPLIN CUADRILLE PREMIUM,104,Mts,8313.0,0.0,,True,True,True,True,,Normal,100% ALGODON,Oto-Inv,Tafetan,NINGUNA,TELA LIVIANA Y FRESCA,Mate,Plano,Labrado,1.5,0.22,79.0,8.44,0.0,0.0,0.0,,Si,2.0,12000.0,Pieza_Rigida,,,,,iva_10,Activo
1570,S0222,Articulo,FIBRANA ESTAMPADA 32S,104,Mts,5724.92,5703.29,,True,True,True,True,,Normal,100% RAYON,Pri-Ver,Tafetan,NINGUNA,TELA SUAVE Y FRESCA,Mate,Plano,Estampado,1.5,19.0,9000.0,766.0,0.0,0.0,0.0,,Si,2.0,9500.0,Pieza_Rigida,,false,,,iva_10,Activo
1571,S0223,Articulo,BAMBULA LUREX,104,Mts,16875.0,0.0,,True,True,True,True,,Normal,ALGODON/LUREX,Oto-Inv,Tafetan,HILOS LUREX,TELA FRESCA Y LIVIANA,Semi Brilloso,Plano,Labrado,1.5,0.42,129.0,5.54,0.0,0.0,0.0,,Si,0.0,0.0,Pieza_Rigida,,,,,iva_10,Activo
1572,S0224,Articulo,VIYELA BORDADA,104,Mts,16885.0,0.0,,True,True,True,True,,Normal,ALGODON/POLIESTER,Oto-Inv,Sarga,HILOS RELIEVE,TELA SUAVE CON BORDADOS TERMINCA,Mate,Plano,Labrado,1.5,1.68,221.0,3.12,0.0,0.0,0.0,,Si,2.0,24000.0,Pieza_Rigida,,,,,iva_10,Activo
1574,S0226,Articulo,GABARDINA SIWAR EST SP,104,Mts,14982.0,14982.0,,True,True,True,True,,Normal,96% ALGODON 4% SPANDEX,Oto-Inv,Tafetan/Saten,NINGUNA,"TELA LUSTROSA Y SUAVE
CONSTRUCCION DEL HILO: 32X32",Semi Brilloso,Plano,Estampado,1.5,0.38,180.0,3.83,0.0,0.0,0.0,,Si,2.0,21500.0,Pieza_Rigida,,,,,iva_10,Activo
1575,S0227,Articulo,HILOS PANAMA COMPOSSE,104,Mts,11687.0,0.0,,True,True,True,True,,Normal,POLIESTER/ALGODON,Oto-Inv,Tafetan/Sarga,HILOS A CONTRATONO,TELA FRESCA Y DE TACTO SEMI RUSTICO,Mate,Plano,Labrado,1.5,0.58,178.0,3.7,0.0,0.0,0.0,,Si,0.0,0.0,Pieza_Rigida,,,,,iva_10,Activo
1576,S0228,Articulo,LINO SPANDEX LISO,104,Mts,12290.0,0.0,,True,True,True,True,,Normal,ALGODON/SPANDEX,Oto-Inv,Tafetan,NINGUNA,TELA SUAVE Y ELASTIZADA,Mate,Plano,Liso,1.5,0.41,204.0,3.27,0.0,0.0,0.0,,Si,0.0,0.0,Pieza_Rigida,,,,,iva_10,Activo
1577,S0229,Articulo,TWEED ESPIGA BOUCLE,104,Mts,17991.0,0.0,,True,True,True,True,,Normal,POLIESTER/LANA,Oto-Inv,Tweed,HILOS CONTRATONO,TELA GRUESA Y TERMICA,Mate,Plano,Labrado,1.5,1.15,366.0,1.82,0.0,0.0,0.0,,Si,0.0,0.0,Pieza_Rigida,,,,,iva_10,Activo
1578,S0230,Articulo,TWEED LANILLA,104,Mts,18750.0,0.0,,True,True,True,True,,Normal,POLIESTER/ALGODON,Oto-Inv,Tweed,HILOS CONTRATONO,TELA MULLIDA Y TERMICA,Mate,Plano,Labrado,1.5,0.67,313.0,2.17,0.0,0.0,0.0,,Si,0.0,0.0,Pieza_Rigida,,,,,iva_10,Activo
1579,S0231,Articulo,ENTRETELA MELLO WEEF,104,Mts,20910.92,21000.0,,True,True,True,True,,Normal,POLIESTER/VISCOSA,Oto-Inv,Tafetan,NINGUNA,TELA SUAVE Y LIGERA,Mate,Plano,Liso,1.5,0.43,82.0,8.31,0.0,0.0,0.0,,Si,2.0,21000.0,Tubo,,,,,iva_10,Activo
1580,S0232,Articulo,RETACERIA SASTRERIA,104,Mts,5703.0,0.0,,True,True,True,True,,Normal,POLIESTER/ALGODON,Oto-Inv,Tafetan,NINGINA,TELA VARIAS,Mate,Plano,Estampado,1.5,0.0,0.0,0.0,0.0,0.0,0.0,,Si,0.0,0.0,Pieza_Rigida,,,,,iva_10,Activo
1582,S0234,Articulo,GABARDINA KABIL,104,Mts,12384.0,0.0,,True,True,True,True,,Normal,ALGODON,Oto-Inv,Sarga,NINGUNA,TELA RESISTENTE COMPACTA,Mate,Plano,Liso,1.5,0.52,256.0,2.6,0.0,0.0,0.0,,Si,2.0,17500.0,Pieza_Rigida,,,,,iva_10,Activo
1583,S0235,Articulo,BENGALINA CLOQUE,104,Mts,17996.0,0.0,,True,True,True,True,,Normal,ALGODON/SPANDEX,Oto-Inv,Tafetan,NINGUNA,TELA SASTRE ELASTIZADA,Semi Brilloso,Plano,Liso,1.5,0.53,267.0,2.5,0.0,0.0,0.0,,Si,0.0,0.0,Pieza_Rigida,,,,,iva_10,Activo
1584,S0236,Articulo,GABARDINA FOURWAY ESTAMPADO SP,104,Mts,8451.0,0.0,,True,True,True,True,,Normal,POLIESTER/SPANDEX,Oto-Inv,Sarga,NINGUNA,TELA SUAVE Y ELASTIZADA,Semi Brilloso,Plano,Estampado,1.5,0.48,187.0,3.5,0.0,0.0,0.0,,Si,0.0,0.0,Pieza_Rigida,,,,,iva_10,Activo
1585,S0237,Articulo,GABARDINA EMBOSS SP,104,Mts,12934.0,0.0,,True,True,True,True,,Normal,POLIESTER/SPANDEX,Oto-Inv,Sarga,NINGUNA,TELA SUAVE CON RELIEVE,Semi Brilloso,Plano,Liso,1.5,0.4,198.0,3.32,0.0,0.0,0.0,,Si,2.0,18500.0,Pieza_Rigida,,,,,iva_10,Activo
1586,S0238,Articulo,POPLIN LISO PREMIUM,104,Mts,10237.87,12239.4,,True,True,True,True,,Normal,80% POLIESTER / 20% ALGODON,Oto-Inv,Tafetan,NINGUNA,"TELA DE ALTA DENSIDAD SUAVE Y DELGADA
CONSTRUCCION DEL HILO:
133X72 - 45X45",Mate,Plano,Liso,1.5,0.2,120.0,5.56,0.0,0.0,0.0,,Si,2.0,11500.0,Pieza_Rigida,,,,,iva_10,Activo
1587,S0239,Articulo,PANA SASTRE,104,Mts,13151.0,0.0,,True,True,True,True,,Normal,POLIESTER,Oto-Inv,Urdimbre,NINGUNA,NINGUNA,Mate,Punto,Liso,1.5,0.0,0.0,0.0,0.0,0.0,0.0,,Si,2.0,19000.0,Pieza_Rigida,,,,,iva_10,Activo
1588,S0240,Articulo,TRICOT SASTRE SPANDEX,104,Mts,17994.0,0.0,,True,True,True,True,,Normal,ALGODON/SPANDEX,Oto-Inv,Malla,NINGUNA,TELA SUAVE Y ELASTICA,Mate,Punto,Liso,1.5,0.73,320.0,2.08,0.0,0.0,0.0,,Si,0.0,0.0,Pieza_Rigida,,,,,iva_10,Activo
1589,S0241,Articulo,LINO MELANGE,104,Mts,21185.67,21176.33,,True,True,True,True,,Normal,100% Poliéster,Perm,Tafetán,Hilos Contratono,"El tejido Lino Melange es de textura labrada con hilos que sobresalen dándole así una apariencia rustica. Adecuado para la confección de faldas, pantalones y blazer debido a que es un tejido armable. ",Mate,Plano,Labrado,1.5,0.45,196.0,0.0,0.0,0.0,0.0,,Si,2.0,19500.0,Pieza_Rigida,,true,5.0,,iva_10,Activo
1590,S0242,Articulo,CASHMERE FRANCES,104,Mts,21761.0,0.0,,True,True,True,True,,Normal,100% Poliéster,Perm,Sarga,,,Semi Brilloso,Plano,Liso,1.5,0.3,268.0,2.42,0.0,0.0,0.0,,Si,2.0,24612.0,Pieza_Rigida,,false,,,iva_10,Activo
1591,S0243,Articulo,CASHMERE ITALIANO,104,Mts,14644.0,0.0,,True,True,True,True,,Normal,POLIESTER,Oto-Inv,Sarga,NINGUNA,TELA SEMI LUSTROSA Y SUAVE,Semi Brilloso,Plano,Liso,1.5,0.3,189.0,3.5,0.0,0.0,0.0,,Si,2.0,26000.0,Pieza_Rigida,,,,,iva_10,Activo
1592,S0244,Articulo,CASHMERE ITALIANO RAYAS,104,Mts,14380.0,0.0,,True,True,True,True,,Normal,POLIESTER,Oto-Inv,Sarga,NINGUNA,TELA SEMI LUSTROSA Y SUAVE,Semi Brilloso,Plano,Labrado,1.5,0.3,299.0,2.19,0.0,0.0,0.0,,Si,2.0,25500.0,Pieza_Rigida,,,,,iva_10,Activo
1596,S0248,Articulo,GABARDINA IGNIFUGA,104,Mts,6500.0,6500.0,,True,True,True,True,,Normal,ALGODON,Oto-Inv,Sarga,NINGUNA,TELA RESISTENTE AL FUEGO,Mate,Plano,Liso,1.7,0.41,270.0,2.18,0.0,0.0,0.0,,Si,2.0,11500.0,Pieza_Rigida,,,,,iva_10,Activo
1597,S0249,Articulo,DENIM ESTAMPADO LOLA,104,Mts,7413.3,7450.31,,True,True,True,False,,Normal,ALGODON/SPANDEX,Oto-Inv,Sarga,NINGUNA,TELA SUAVE Y ELASTIZADA,Mate,Plano,Estampado,1.5,0.42,178.0,3.87,0.0,0.0,0.0,,Si,2.0,15500.0,Pieza_Rigida,,false,,,iva_10,Activo
1598,S0250,Articulo,BENGALINA ESTAMPADO ELUNEY,104,Mts,8047.79,8260.0,,True,True,True,False,,Normal,RAYON/SPANDEX,Oto-Inv,Tafetan,NINGUNA,TELA SUAVE Y ELASTIZADA,Mate,Plano,Estampado,1.5,0.41,187.0,3.69,0.0,0.0,0.0,,Si,2.0,12500.0,Pieza_Elastizada,,,,,iva_10,Activo
1599,S0251,Articulo,SCUBA LIGHT ELUNEY,104,Mts,4416.0,4416.0,,True,True,True,True,,Normal,95% POLIESTER/5% SPANDEX,Oto-Inv,Tafetan,NINGUNA,"TELA SIMIL NEOPRENO CON CUERPO, SUAVE AL TACTO",Mate,Punto,Liso,1.6,0.62,211.0,3.0,0.0,0.0,0.0,,Si,2.0,8000.0,Pieza_Rigida,,,,,iva_10,Activo
1600,S0252,Articulo,BATISTA ESTAMPADO BORDADO,104,Mts,20516.36,20631.15,,True,True,True,False,,Normal,100% ALGODON,Oto-Inv,Tafetan,PEQUEÑOS AGUJEROS,"TELA FINA, SUAVE CON GUARDAS BORDADAS",Mate,Plano,Estampado,1.5,0.34,94.0,7.19,0.0,0.0,0.0,,Si,2.0,28000.0,Pieza_Rigida,,,,,iva_10,Activo
1601,S0253,Articulo,POPLIN POCKET,104,Mts,2167.0,0.0,,True,True,True,True,,Normal,100% POLIESTER,Oto-Inv,Tafetan,NINGUNA,TELA DE ALTA DENSIDAD SUAVE Y DELGADA,Mate,Plano,Liso,1.1,0.19,82.0,7.17,0.0,0.0,0.0,,Si,2.0,3000.0,Pieza_Rigida,,,,,iva_10,Activo
1602,S0254,Articulo,SCUBA SANDWICH,104,Mts,11197.81,20925.62,,True,True,True,True,,Normal,95% POLIESTER/5% SPANDEX,Oto-Inv,Tafetan,NINGUNA,"TELA SIMIL NEOPRENO CON CUERPO, SUAVE AL TACTO",Mate,Punto,Liso,1.6,0.79,300.0,2.08,0.0,0.0,0.0,,Si,2.0,16000.0,Pieza_Rigida,,,,,iva_10,Activo
1603,S0255,Articulo,POPLIN EGIPTO,104,Mts,7215.0,7215.0,,True,True,True,True,,Normal,ALGODON,Oto-Inv,Tafetan,NINGUNA,TELA DE ALTA DENSIDAD SUAVE Y DELGADA,Mate,Plano,Liso,1.5,0.2,94.0,7.09,0.0,0.0,0.0,,Si,15.0,10500.0,Pieza_Rigida,,,,,iva_10,Activo
1604,S0256,Articulo,POPLIN PREMIER,104,Mts,9164.0,0.0,,True,True,True,True,,Normal,ALGODON,Oto-Inv,Tafetan,NINGUNA,TELA DE ALTA DENSIDAD SUAVE Y DELGADA,Mate,Plano,Labrado,1.5,0.2,104.0,6.41,0.0,0.0,0.0,,Si,2.0,13000.0,Pieza_Rigida,,,,,iva_10,Activo
1605,S0257,Articulo,POPLIN POLO,104,Mts,7270.0,0.0,,True,True,True,True,,Normal,ALGODON,Oto-Inv,Tafetan,HILO A CONTRATONO,"TELA SUAVE, RIGIDA Y RESISTENTE",Mate,Plano,Labrado,1.5,0.2,96.0,6.94,0.0,0.0,0.0,,Si,2.0,10500.0,Pieza_Rigida,,,,,iva_10,Activo
1606,S0259,Articulo,GABARDINA ESTAMPADO ELUNEY,104,Mts,6876.0,0.0,,True,True,True,False,,Normal,POLIESTER,Oto-Inv,Sarga,NINGUNA,TELA RESISTENTE LIVIANA Y RUSTICA AL TACTO,Semi Brilloso,Plano,Estampado,1.5,0.33,177.0,3.9,0.0,0.0,0.0,,Si,2.0,15000.0,Pieza_Rigida,,,,,iva_10,Activo
1615,S0268,Articulo,PIQUE STRECH,104,Mts,13626.0,0.0,,True,True,True,True,,Normal,ALGODON/SPANDEX,Oto-Inv,Sarga,NINGUNA,TELA GRUESA Y ELASTIZADA,Mate,Plano,Estampado,1.5,0.33,276.0,3.9,0.0,0.0,0.0,,Si,2.0,19500.0,Pieza_Rigida,,,,,iva_10,Activo
1616,S0269,Articulo,FIBRANA LINO ESTAMPADO,104,Mts,5479.86,6885.0,,True,True,True,True,,Normal,100% RAYON,Perm,TAFETAN,NINGUNA,"TELA FRESCA, SEMIL LINO",Mate,Plano,Estampado,1.45,0.0,118.0,0.0,0.0,0.0,0.0,,Si,2.0,10500.0,Pieza_Rigida,,false,,,iva_10,Activo
1617,S0270,Articulo,FIBRANA LINO PREMIUM,104,Mts,5865.15,7366.9,,True,True,True,True,,Normal,100% RAYON,Perm,TAFETAN,NINGUNA,"TELA FRESCA, SEMIL LINO",Mate,Plano,Estampado,1.5,0.0,139.0,0.0,0.0,0.0,0.0,,Si,0.0,0.0,Pieza_Rigida,,,,,iva_10,Activo
1620,S0273,Articulo,POPLIN CUADRILLE,104,Mts,10289.9,10289.9,,True,True,True,True,,Normal,ALGODON/POLIESTER,Perm,TAFETAN,NINGUNO,TELA LIVIANA Y FRESCA,Mate,Plano,Labrado,1.43,0.0,96.0,7.28,0.0,0.0,0.0,,Si,2.0,19000.0,Pieza_Rigida,,,,,iva_10,Activo
1621,S0274,Articulo,SARGA VENETA,104,Mts,15678.99,15682.16,,True,True,True,True,,Normal,100% POLIESTER,Perm,SARGA,NINGUNA,TEJIDO CON BUENA CAIDA,Mate,Plano,Liso,1.5,0.0,200.0,0.0,15.0,0.0,0.0,,Si,0.0,0.0,Pieza_Elastizada,,,,,iva_10,Activo
1622,S0275,Articulo,TWILL PREMIUM,104,Mts,26923.74,26923.82,,True,True,True,True,,Normal,POLIESTER,Perm,SARGA,,TELA SUAVE Y  RESISTENTE DE BUENA CAIDA.,Mate,Plano,Liso,1.45,0.0,420.0,0.0,0.0,0.0,0.0,,Si,2.0,39000.0,Pieza_Rigida,,false,,,iva_10,Activo
1623,S0276,Articulo,TWEED CELINA,104,Mts,12942.48,12400.79,,True,True,True,True,,Normal,100% Poliéster,Perm,Jacquard,Hilos a Contratono,"El Tweed Celina es una tela rugosa pero fresca con diseños en cuadrille pequeños y en dos colores. Su uso es recomendado para pantalones, trajes corporativos y faldas.",Mate,Plano,Labrado,1.5,1.44,200.0,0.0,0.0,0.0,0.0,,Si,2.0,18037.0,Pieza_Rigida,,true,5.0,,iva_10,Activo
1624,S0277,Articulo,TWEED LUNA,104,Mts,13033.85,12653.86,,True,True,True,True,,Normal,100% Poliéster,Perm,Jacquard,Hilos a Contratono,"El Tweed Luna es una tela rugosa pero fresca con diseños en cuadrille y en dos colores. Su uso es recomendado para pantalones, trajes corporativos y faldas.",Mate,Plano,Labrado,1.55,1.52,200.0,0.0,0.0,0.0,0.0,,Si,2.0,18405.0,Pieza_Rigida,,true,5.0,,iva_10,Activo
1625,S0278,Articulo,PIED DE POULE SOFT,104,Mts,31320.84,31320.84,,True,True,True,True,,Normal,48% POLIESTER 48% RAYON 4%SPAN,Perm,JACQUARD,HILOS DE LUREX,TELA SUAVE Y CONFORTABLE,Semi Brilloso,Plano,Labrado,1.5,0.0,160.0,0.0,0.0,0.0,0.0,,Si,0.0,0.0,Pieza_Rigida,,,,,iva_10,Activo
1626,S0279,Articulo,TWILL ADA,104,Mts,28710.77,28710.77,,True,True,True,True,,Normal,95% POLIESTER 5%SPANDEX,Perm,SARGA,HILOS LUREX,TELA FRESCA Y SUAVE,Mate,Plano,Liso,1.5,0.0,167.0,0.0,0.0,0.0,0.0,,Si,0.0,0.0,Pieza_Rigida,,,,,iva_10,Activo
1627,S0280,Articulo,DENIM LUREX,104,Mts,8350.0,0.0,,True,True,True,True,,Normal,ALGODON LUREX,Perm,TAFETAN,LUREX,"TELA SUAVE AL TACTO, RIGIDA Y BRILLOSA.",Brilloso,Plano,Labrado,1.43,0.0,123.0,0.0,0.0,0.0,0.0,,Si,0.0,0.0,Pieza_Rigida,,false,,,iva_10,Activo
1628,S0281,Articulo,TWILL STRETCH ESTAMPADO,104,Mts,14120.56,14145.34,,True,True,True,True,,Normal,Poliéster / Spandex,Perm,Sarga,,"El Twill Strech Estampado es una tela de tacto suave, de buena caída, su textura es delicada y presenta una porosidad que la hace de fácil planchado. Ideal para el uso en blazer, pantalones, vestidos y faldas.",Mate,Plano,Liso,1.5,0.43,315.0,0.0,0.0,0.0,0.0,,Si,2.0,20500.0,Pieza_Rigida,,true,5.0,,iva_10,Activo
1629,S0282,Articulo,POPLIN OXFORD LOLA,104,Mts,3961.67,4435.89,,True,True,True,True,,Normal,ALGODÓN / pOLY,Perm,TAFETAN,HILOS A CONTRA TONO,"TELA SUAVE, FRESCA Y DE USOS MÚLTIPLES.",Mate,Plano,Labrado,1.42,0.33,183.0,0.0,0.0,0.0,0.0,,Si,0.0,7000.0,Pieza_Rigida,,false,,,iva_10,Activo
1630,S0283,Articulo,POPLIN CUADRILLE LOLA,104,Mts,4416.85,4435.89,,True,True,True,True,,Normal,POLIÉSTER / ALGODÓN,Perm,TAFETAN,HILOS A CONTRA TONO,"TELA LIVIANA, SUAVE Y FRESCA. IDEAL PARA CAMISAS, VESTIDOS Y BLUSAS.",Mate,Plano,Labrado,1.42,0.0,181.0,0.0,0.0,0.0,0.0,,Si,0.0,7000.0,Pieza_Rigida,,false,,,iva_10,Activo
1631,S0284,Articulo,POPLIN RAYAS LOLA,104,Mts,3983.44,4429.19,,True,True,True,True,,Normal,ALGODÓN ,Perm,TAFETAN,HILOS A CONTRA TONO,"TELA LIVIANA, SUAVE Y FRESCA. IDEAL PARA CAMISAS, VESTIDOS Y BLUSAS.",Mate,Plano,Labrado,1.0,0.2,1.0,0.0,0.0,0.0,0.0,,Si,0.0,7000.0,Pieza_Rigida,,false,,,iva_10,Activo
1632,S0285,Articulo,PLUMETI ESTAMPADO,104,Mts,12240.15,12240.15,,True,True,True,True,,Normal,100% ALGODÓN,Perm,Tafetan,APLIQUES PEQUEÑOS,TELA LIVIANA CON RELIEVE ESTAMPADO.,Mate,Plano,Liso,1.5,0.72,110.0,0.0,0.0,0.0,0.0,,Si,2.0,18987.0,Pieza_Rigida,,false,,,iva_10,Activo
1633,S0286,Articulo,FIBRANA CREPE ESTAMPADA,104,Mts,6451.24,6365.98,,True,True,True,True,,Normal,100% Rayón,Perm,Tafetán,,"La Fibrana Crepe Estampada es de tacto rugoso, suave y de buena caída con textura distintiva y arrugada. Ideal para vestidos, palazos y monoprendas.",Mate,Plano,Estampado,1.5,0.24,90.0,0.0,0.0,0.0,0.0,,Si,2.0,9278.0,Pieza_Rigida,,false,,,iva_10,Activo
1634,S0287,Articulo,CASHMERE SPX,104,Mts,13052.0,0.0,,True,True,True,True,,Normal,100% Poliéster,Perm,Sarga,,,Semi Brilloso,Plano,Liso,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,Si,2.0,24612.0,Pieza_Rigida,,false,,,iva_10,Activo
1635,SR001,Articulo,INTERESES COBRADOS,110,Unid,0.0,0.0,,True,False,False,True,,Normal,,Perm,,,,Mate,Punto,Liso,1.0,20.0,30000.0,0.0,0.0,0.0,0.0,,No,2.0,10.0,N_A,,,,,iva_10,Activo
1636,SR002,Articulo,REFINANCIACION DE DEUDA,110,Unid,0.0,0.0,,True,False,False,True,,Normal,,Perm,,,,Mate,Punto,Liso,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,2.0,10.0,N_A,,,,,iva_10,Activo
1637,SR003,Articulo,MIGRACION DE DEUDA SISTEMA ANTERIOR,110,Unid,0.0,0.0,,True,False,False,True,,Normal,,Perm,,,,Mate,Punto,Liso,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,2.0,10.0,N_A,,,,,iva_10,Activo
1638,SR004,Articulo,DESCUENTOS CONCEDIDOS,110,Unid,0.0,0.0,,True,False,False,True,,Normal,,Perm,,,,Mate,Punto,Liso,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,2.0,10.0,N_A,,,,,iva_10,Activo
1639,SR005,Articulo,CHEQUE EFECTIVIZADO,110,Unid,0.0,0.0,,True,False,False,True,,Normal,,Perm,,,,Mate,Punto,Liso,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,2.0,10.0,N_A,,,,,iva_10,Activo
1640,SR006,Articulo,CHEQUE RECHAZADO,110,Unid,1000.0,0.0,,True,False,False,True,,Normal,,Perm,,,,Mate,Punto,Liso,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,2.0,10.0,N_A,,,,,iva_10,Activo
1641,SR007,Articulo,VENTAS HORMIFORTE,110,Unid,1000.0,0.0,,True,False,False,True,,Normal,,Perm,,,,Mate,Punto,Liso,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,No,0.0,0.0,N_A,,,,,iva_10,Activo
1642,SR008,Articulo,CHEQUE CANJEADO,110,Unid,1000.0,0.0,,True,False,False,True,,Normal,,Perm,,,,Mate,Punto,Liso,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,No,0.0,0.0,N_A,,,,,iva_10,Activo
1643,SR009,Articulo,ANTICIPO ,110,Unid,100.0,0.0,,True,False,False,True,,Normal,,Perm,,,,Mate,Punto,Liso,10.0,20.0,30.0,0.0,0.0,0.0,0.0,,No,0.0,0.0,N_A,,,,,iva_10,Activo
1644,SR010,Articulo,ALQUILER DE INMUEBLE,110,Unid,100.0,0.0,,True,False,False,True,,Normal,,Perm,,,,Mate,Punto,Liso,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,No,0.0,0.0,Manual,,,,,iva_10,Activo
1645,SR011,Articulo,PRESTAMO,110,Unid,1000.0,0.0,,True,False,False,False,,Normal,,Perm,,,,Mate,Punto,Liso,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,No,2.0,10.0,Manual,,false,,,iva_10,Activo
1646,SR012,Articulo,AJUSTE DE SALDO,110,Unid,1.0,0.0,,True,False,False,True,,Normal,,Oto-Inv,,,,Mate,Punto,Liso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Si,0.0,0.0,Manual,,false,,,iva_10,Activo
1647,SR013,Articulo,VENTAS TEXPAR,110,Unid,100.0,,,True,False,False,False,,Normal,,Perm,,,,Mate,Punto,Liso,10.0,,,,1.0,2.0,1.0,,Si,,,Manual,,,,,iva_10,Activo
1648,SR014,Viaje,ENVIO STANDAR AEX,110,Unid,34000.0,0.0,,True,False,False,False,,Normal,,Oto-Inv,,,,Mate,Punto,Liso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No,0.0,0.0,Manual,,false,,,iva_10,Activo
1649,SR015,Articulo,PESA Y CALIBRACION,110,Unid,1000.0,0.0,,True,False,False,False,,Normal,,Perm,,,,Mate,Punto,Liso,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,No,2.0,10.0,Manual,,false,,,iva_10,Activo
1650,SR016,Articulo,CAMPERAS DANA Y CABALLERO,110,Unid,75000.0,0.0,,True,False,False,False,,Normal,,Oto-Inv,,,,Mate,Punto,Liso,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,No,0.0,0.0,Manual,,false,,,iva_10,Activo
1651,TX01,Fabricado,SABANAS 200 HL TWIN,108,Unid,72417.87,0.0,,True,True,True,True,,Normal,ALGODON 100%,Oto-Inv,Tafetan,NINGUNA,"SABANA INF: 99CM X 1,91CM
SABANA SUP: 1,68CM X 2,44CM
1 FUNDA: 51 CM X 76 CM
MEDIDA PACK: 5.5 X 22 X 32 CM",Mate,Plano,Estampado,1.0,2.0,1.0,1.0,100.0,100.0,100.0,,Si,0.0,0.0,N_A,,,,,iva_10,Activo
1652,TX02,Fabricado,SABANAS 200 HL FULL,108,Unid,96943.54,,,True,True,True,True,,Normal,100% ALGODON,Permanente,Tafetan,NINGUNA,"SABANA INF: 1,37 X 1,91CMSABANA SUP: 2,06CM X 2,44CM2 FUNDAS: 51CM X 76CMMEDIDAS PACK: 5.5 X 22 X 32 CM",Mate,Plano,Estampado,0.0,0.0,10.0,0.0,2.06,5.12,2.44,,Si,2.0,70950.0,N_A,,,,,iva_10,Activo
1653,TX03,Fabricado,SABANAS 200 HL QUEEN,108,Unid,107564.59,76809.0,,True,True,True,True,,Normal,100% ALGODON,Permanente,Tafetan,NINGUNA,"SABANA INF: 1,58 X 1,91CMSABANA SUP: 2,29CM X 2,54CM2 FUNDAS: 51CM X 76CMMEDIDAS PACK: 5.5 X 22 X 32 CM",Mate,Plano,Estampado,0.0,0.0,10.0,0.0,2.29,5.22,2.54,,Si,2.0,83150.0,N_A,,,,,iva_10,Activo
1654,TX04,Fabricado,SABANAS POLIESTER FULL,108,Unid,27332.65,,,True,True,True,True,,Normal,POLIESTER,Permanente,Tafetan,,"SABANA INF: 1.75CM  X 2.40CMSABANA SUP: 1.90CM X 2.40CM2FUNDAS 51CM X 70CMMEDIDAS PACK23CM X 38CM X 6CM",Mate,Plano,Estampado,0.0,0.0,10.0,0.0,2.4,4.35,2.0,,Si,2.0,19950.0,N_A,,,,,iva_10,Activo
1655,TX05,Fabricado,SABANAS POLIESTER TWIN,108,Unid,17233.37,,,True,True,True,True,,Normal,POLIESTER,Permanente,Tafetan,,"SABANA INF: 168CM X 244CMSABANA SUP: 99CM X 191CM1FUNDA 51CM X 76CMMEDIDAS PACK23CM X 38CM X 6CM",Mate,Plano,Estampado,0.0,0.0,10.0,0.0,2.4,3.25,3.25,,Si,2.0,16050.0,N_A,,,,,iva_10,Activo
1656,TX06,Fabricado,SABANAS 320 HL KING,108,Unid,168830.2,,,True,True,True,True,,Normal,ALGODON,Permanente,Tafetan,,"SABANA SUP: 280CM X 280CMSABANA INF: 280CM X 280CM2FUNDAS 51 X 80CMMEDIDAS PACK23 X 38 X7 CM",Semi Brilloso,Plano,Liso,0.0,0.0,10.0,0.0,2.8,6.4,2.8,,Si,2.0,185700.0,N_A,,,,,iva_10,Activo
1657,TX07,Fabricado,MANTA ESTAMPADO,108,Unid,32656.87,,,True,True,True,True,,Normal,POLIESTER/VISCOSA,Otoño Invierno,Jersey,,"100CM LARGO X 80CM ANCHOMEDIDAS PACK21CM X 25CM",Mate,Punto,Estampado,0.0,2.2,10.0,0.0,0.8,0.8,1.0,,Si,2.0,20750.0,N_A,,,,,iva_10,Activo
